BCODE,BNAME,DCODE,District_Name,Region,County_ID,County_Name,Public/nonpublic,g7_totl,g8_totl,g9_totl,g10_totl,g11_totl,g12_totl,tot_all
09822,Frederic School,20015,Crawford AuSable Schools,5.00,20,Crawford,Public,0.00,0.00,19.00,11.00,9.00,10.00,49.00
00181,Baldwin Senior High School,43040,Baldwin Community Schools,6.00,43,Lake,Public,0.00,0.00,55.00,42.00,36.00,28.00,161.00
00242,BEAVERDAM CHRISTIAN SCHOOL,70350,,6.00,18,Clare,nonpublic,10.00,8.00,0.00,0.00,0.00,0.00,18.00
00261,Bellaire Middle/High School,05040,Bellaire Public Schools,6.00,05,Antrim,Public,48.00,36.00,48.00,47.00,39.00,36.00,254.00
00287,Benzie Central Sr. High School,10015,Benzie County Central Schools,6.00,10,Benzie,Public,0.00,0.00,133.00,167.00,156.00,147.00,603.00
00371,Boyne City High School,15020,Boyne City Public Schools,6.00,15,Charlevoix,Public,0.00,0.00,82.00,91.00,85.00,122.00,380.00
00372,Boyne Falls Public School,15030,Boyne Falls Public School District,6.00,15,Charlevoix,Public,31.00,19.00,17.00,25.00,16.00,13.00,121.00
00392,Brethren High School,51045,Kaleva Norman Dickson School District,6.00,51,Manistee,Public,0.00,0.00,57.00,57.00,48.00,60.00,222.00
00438,Buckley Community Schools,28035,Buckley Community School District,6.00,28,Grand Traverse,Public,30.00,36.00,24.00,31.00,26.00,27.00,174.00
00487,Cadillac Junior High School,83010,Cadillac Area Public Schools,6.00,83,Wexford,Public,0.00,253.00,246.00,0.00,0.00,0.00,499.00
00488,Cadillac Senior High School,83010,Cadillac Area Public Schools,6.00,83,Wexford,Public,0.00,0.00,0.00,247.00,243.00,226.00,716.00
00554,Cass Technical High School,82010,Traverse City Area Public Schools,6.00,28,Grand Traverse,Public,0.00,0.00,671.00,506.00,466.00,435.00,"2,078.00"
00609,Central Lake Public School,05035,Central Lake Public Schools,6.00,05,Antrim,Public,37.00,36.00,33.00,36.00,40.00,30.00,212.00
00646,Charlevoix High School,15050,Charlevoix Public Schools,6.00,15,Charlevoix,Public,0.00,0.00,116.00,96.00,90.00,110.00,412.00
00647,Charlevoix Middle School,15050,Charlevoix Public Schools,6.00,15,Charlevoix,Public,91.00,93.00,0.00,0.00,0.00,0.00,184.00
00662,Elk Rapids High School,05060,Elk Rapids Schools,6.00,05,Antrim,Public,0.00,0.00,128.00,119.00,121.00,122.00,490.00
00665,Cherryland Middle School,05060,Elk Rapids Schools,6.00,05,Antrim,Public,100.00,131.00,0.00,0.00,0.00,0.00,231.00
00697,Clare High School,18010,Clare Public Schools,6.00,18,Clare,Public,0.00,0.00,127.00,121.00,108.00,117.00,473.00
01018,East Jordan High School,15060,East Jordan Public Schools,6.00,15,Charlevoix,Public,0.00,0.00,109.00,80.00,93.00,88.00,370.00
01045,Mason County Eastern Junior High/High School,53020,Mason County Eastern Schools,6.00,53,Mason,Public,37.00,46.00,57.00,52.00,49.00,48.00,289.00
01165,Evart High School,67020,Evart Public Schools,6.00,67,Osceola,Public,0.00,0.00,94.00,82.00,99.00,76.00,351.00
01210,Farwell High School,18020,Farwell Area Schools,6.00,18,Clare,Public,0.00,0.00,127.00,114.00,117.00,121.00,479.00
01299,Frankfort High School,10025,Frankfort-Elberta Area Schools,6.00,10,Benzie,Public,44.00,41.00,38.00,46.00,50.00,42.00,261.00
01417,Maple City-Glen Lake Jr/Sr High School,45010,Glen Lake Community Schools,6.00,45,Leelanau,Public,61.00,74.00,67.00,70.00,60.00,66.00,398.00
01564,Harbor Springs High School,24020,Harbor Springs School District,6.00,24,Emmet,Public,0.00,0.00,79.00,89.00,86.00,85.00,339.00
01583,Harrison Community High School,18060,Harrison Community Schools,6.00,18,Clare,Public,0.00,0.00,150.00,122.00,137.00,113.00,522.00
01741,HOLY SPIRIT SCHOOL,41010,,6.00,57,Missaukee,nonpublic,31.00,41.00,0.00,0.00,0.00,0.00,72.00
01817,IMMACULATE HEART OF MARY SCH,41010,,6.00,28,Grand Traverse,nonpublic,44.00,47.00,0.00,0.00,0.00,0.00,91.00
01992,Kalkaska High School,40040,Kalkaska Public Schools,6.00,40,Kalkaska,Public,0.00,0.00,128.00,111.00,122.00,100.00,461.00
02041,Kingsley Area High School,28090,Kingsley Area Schools,6.00,28,Grand Traverse,Public,0.00,0.00,130.00,118.00,136.00,120.00,504.00
02155,Leland Public School,45020,Leland Public School District,6.00,45,Leelanau,Public,35.00,42.00,36.00,35.00,43.00,42.00,233.00
02241,Alanson Public School,24030,Alanson Public Schools,6.00,24,Emmet,Public,21.00,21.00,17.00,27.00,29.00,18.00,133.00
02279,Ludington High School,53040,Ludington Area School District,6.00,53,Mason,Public,0.00,0.00,184.00,187.00,173.00,250.00,794.00
02333,Mancelona High School,05070,Mancelona Public Schools,6.00,05,Antrim,Public,0.00,0.00,99.00,85.00,91.00,80.00,355.00
02339,Manistee High School,51070,Manistee Area Schools,6.00,51,Manistee,Public,0.00,0.00,146.00,140.00,135.00,148.00,569.00
02343,Manton Consolidated High School,83060,Manton Consolidated Schools,6.00,83,Wexford,Public,0.00,0.00,98.00,108.00,76.00,75.00,357.00
02373,MARIAN HIGH SCHOOL,63010,,6.00,28,Grand Traverse,nonpublic,0.00,0.00,160.00,153.00,146.00,124.00,583.00
02378,Marion High School,67050,Marion Public Schools,6.00,67,Osceola,Public,49.00,48.00,45.00,51.00,46.00,60.00,299.00
02423,Mason County Central M.S.,53010,Mason County Central Schools,6.00,53,Mason,Public,126.00,125.00,0.00,0.00,0.00,0.00,251.00
02424,Mason County Central H.S.,53010,Mason County Central Schools,6.00,53,Mason,Public,0.00,0.00,132.00,148.00,111.00,118.00,509.00
02468,McBain High School,57030,McBain Rural Agricultural Schools,6.00,57,Missaukee,Public,0.00,0.00,96.00,75.00,87.00,87.00,345.00
02764,Northport Public School,45040,Northport Public School District,6.00,45,Leelanau,Public,9.00,12.00,13.00,13.00,9.00,17.00,73.00
02792,O.J. DeJonge Middle School,53040,Ludington Area School District,6.00,53,Mason,Public,152.00,165.00,0.00,0.00,0.00,0.00,317.00
02816,HASTINGS SDA SCHOOL,08030,,6.00,28,Grand Traverse,nonpublic,2.00,1.00,0.00,0.00,0.00,0.00,3.00
02881,OUR LADY OF LA SALETTE SCH,63050,,6.00,53,Mason,nonpublic,14.00,27.00,0.00,0.00,0.00,0.00,41.00
02994,Pellston Middle/High School,24040,Pellston Public Schools,6.00,24,Emmet,Public,62.00,67.00,81.00,49.00,50.00,51.00,360.00
03017,Petoskey High School,24070,Public Schools of Petoskey,6.00,24,Emmet,Public,0.00,0.00,249.00,238.00,263.00,281.00,"1,031.00"
03018,Petoskey Middle School,24070,Public Schools of Petoskey,6.00,24,Emmet,Public,232.00,247.00,0.00,0.00,0.00,0.00,479.00
03047,Pine River High School,67055,Pine River Area Schools,6.00,67,Osceola,Public,0.00,0.00,100.00,121.00,117.00,108.00,446.00
03171,Reed City High School,67060,Reed City Area Public Schools,6.00,67,Osceola,Public,0.00,0.00,159.00,138.00,126.00,163.00,586.00
03172,Reed City Middle School,67060,Reed City Area Public Schools,6.00,67,Osceola,Public,116.00,121.00,0.00,0.00,0.00,0.00,237.00
03325,SACRED HEART OF JESUS SCHOOL,41010,,6.00,28,Grand Traverse,nonpublic,13.00,13.00,0.00,0.00,0.00,0.00,26.00
03504,South Boardman Elementary School,40020,Forest Area Community Schools,6.00,40,Kalkaska,Public,1.00,4.00,0.00,0.00,0.00,0.00,5.00
03568,SPRING VALE ACADEMY,78110,,6.00,83,Wexford,nonpublic,0.00,0.00,7.00,14.00,13.00,17.00,51.00
03678,ST DENNIS SCHOOL,63040,,6.00,51,Manistee,nonpublic,16.00,23.00,0.00,0.00,0.00,0.00,39.00
03777,ST JOHNS LUTHERAN SCHOOL,56010,,6.00,24,Emmet,nonpublic,12.00,10.00,0.00,0.00,0.00,0.00,22.00
03870,ST MARY SCHOOL,63040,,6.00,15,Charlevoix,nonpublic,18.00,23.00,0.00,0.00,0.00,0.00,41.00
03990,ST PIUS SCHOOL,82405,,6.00,28,Grand Traverse,nonpublic,21.00,37.00,0.00,0.00,0.00,0.00,58.00
04006,ST SEBASTIAN SCHOOL,82040,,6.00,53,Mason,nonpublic,18.00,20.00,0.00,0.00,0.00,0.00,38.00
04108,Suttons Bay Senior High School,45050,Suttons Bay Public Schools,6.00,45,Leelanau,Public,0.00,0.00,64.00,95.00,99.00,111.00,369.00
04199,West Middle School,28010,Traverse City Area Public Schools,6.00,28,Grand Traverse,Public,396.00,416.00,2.00,0.00,0.00,0.00,814.00
04200,Central High School,28010,Traverse City Area Public Schools,6.00,28,Grand Traverse,Public,0.00,0.00,385.00,387.00,409.00,421.00,"1,602.00"
04839,HOLY GHOST LUTHERAN SCHOOL,58010,,6.00,45,Leelanau,nonpublic,5.00,5.00,0.00,0.00,0.00,0.00,10.00
05086,EMANUEL EV LUTHERAN SCHOOL,35030,,6.00,18,Clare,nonpublic,2.00,4.00,0.00,0.00,0.00,0.00,6.00
05356,PLYMOUTH CHRISTIAN HIGH SCH,41010,,6.00,28,Grand Traverse,nonpublic,29.00,36.00,31.00,25.00,32.00,32.00,185.00
05465,ST MARK LUTHERAN SCHOOL,25110,,6.00,67,Osceola,nonpublic,5.00,8.00,0.00,0.00,0.00,0.00,13.00
05565,Baldwin Junior High School,43040,Baldwin Community Schools,6.00,43,Lake,Public,38.00,40.00,0.00,0.00,0.00,0.00,78.00
05803,Kalkaska Middle School,40040,Kalkaska Public Schools,6.00,40,Kalkaska,Public,118.00,114.00,0.00,0.00,0.00,0.00,232.00
05811,Harrison Middle School,18060,Harrison Community Schools,6.00,18,Clare,Public,139.00,125.00,0.00,0.00,0.00,0.00,264.00
05855,Onekama  Middle/High School,51060,Onekama Consolidated Schools,6.00,51,Manistee,Public,30.00,28.00,34.00,29.00,30.00,29.00,180.00
05859,Ellsworth Community School,05065,Ellsworth Community School,6.00,05,Antrim,Public,13.00,19.00,19.00,18.00,16.00,17.00,102.00
05866,Mesick Consolidated High School,83070,Mesick Consolidated Schools,6.00,83,Wexford,Public,0.00,0.00,78.00,67.00,68.00,49.00,262.00
05909,Free Soil Community Elem. School,53030,Free Soil Community Schools,6.00,53,Mason,Public,5.00,7.00,0.00,0.00,0.00,0.00,12.00
05941,TRINITY LUTHERAN SCHOOL,38010,,6.00,28,Grand Traverse,nonpublic,9.00,9.00,0.00,0.00,0.00,0.00,18.00
06258,Farwell Middle School,18020,Farwell Area Schools,6.00,18,Clare,Public,137.00,120.00,6.00,0.00,0.00,0.00,263.00
06394,Clare Middle School,18010,Clare Public Schools,6.00,18,Clare,Public,113.00,115.00,0.00,0.00,0.00,0.00,228.00
06486,Boyne City Middle School,15020,Boyne City Public Schools,6.00,15,Charlevoix,Public,88.00,85.00,0.00,0.00,0.00,0.00,173.00
06599,Mancelona Middle School,05070,Mancelona Public Schools,6.00,05,Antrim,Public,83.00,71.00,0.00,0.00,0.00,0.00,154.00
06632,Forest Area High School,40020,Forest Area Community Schools,6.00,40,Kalkaska,Public,0.00,0.00,58.00,85.00,60.00,65.00,268.00
06743,Manistee Middle School,51070,Manistee Area Schools,6.00,51,Manistee,Public,118.00,121.00,0.00,0.00,0.00,0.00,239.00
06938,Alba School,05010,Alba Public Schools,6.00,05,Antrim,Public,16.00,20.00,22.00,17.00,20.00,16.00,111.00
06952,Benzie Central Middle School,10015,Benzie County Central Schools,6.00,10,Benzie,Public,138.00,121.00,0.00,0.00,0.00,0.00,259.00
07052,Char-Em Programs,15000,Charlevoix-Emmet ISD,6.00,15,Charlevoix,Public,10.00,10.00,5.00,9.00,7.00,11.00,52.00
07133,New Campus Center,28000,Traverse Bay Area ISD,6.00,28,Grand Traverse,Public,5.00,8.00,8.00,1.00,16.00,4.00,42.00
07271,Cooley School,83010,Cadillac Area Public Schools,6.00,83,Wexford,Public,0.00,0.00,6.00,19.00,16.00,72.00,113.00
07429,East Jordan Middle School,15060,East Jordan Public Schools,6.00,15,Charlevoix,Public,97.00,85.00,0.00,0.00,0.00,0.00,182.00
07453,Kingsley Area Middle School,28090,Kingsley Area Schools,6.00,28,Grand Traverse,Public,130.00,124.00,0.00,0.00,0.00,0.00,254.00
07483,Lake City High School,57020,Lake City Area School District,6.00,57,Missaukee,Public,0.00,0.00,113.00,96.00,95.00,82.00,386.00
07484,Lake City Middle School,57020,Lake City Area School District,6.00,57,Missaukee,Public,83.00,81.00,0.00,0.00,0.00,0.00,164.00
07492,Adult Work Center,28000,Traverse Bay Area ISD,6.00,28,Grand Traverse,Public,0.00,3.00,5.00,1.00,4.00,7.00,20.00
07547,Harbor Springs Middle School,24020,Harbor Springs School District,6.00,24,Emmet,Public,84.00,77.00,0.00,0.00,0.00,0.00,161.00
07625,EVEREST ACADEMY,63190,,6.00,28,Grand Traverse,nonpublic,44.00,60.00,21.00,0.00,0.00,0.00,125.00
07673,Genesis High School,67020,Evart Public Schools,6.00,67,Osceola,Public,0.00,0.00,1.00,9.00,17.00,32.00,59.00
07707,Reed City Alt. Ed. Program,67060,Reed City Area Public Schools,6.00,67,Osceola,Public,0.00,0.00,6.00,11.00,13.00,4.00,34.00
07724,East Middle School,28010,Traverse City Area Public Schools,6.00,28,Grand Traverse,Public,298.00,350.00,1.00,0.00,0.00,0.00,649.00
07754,Pioneer High and Clare Adult Ed.,18010,Clare Public Schools,6.00,18,Clare,Public,0.00,0.00,23.00,55.00,24.00,11.00,113.00
07812,Harrison Alternative Education,18060,Harrison Community Schools,6.00,18,Clare,Public,0.00,0.00,1.00,6.00,13.00,11.00,31.00
07881,Forest Area Middle School,40020,Forest Area Community Schools,6.00,40,Kalkaska,Public,58.00,63.00,1.00,0.00,0.00,0.00,122.00
08060,HAVENWYCK SCHOOL,63030,,6.00,51,Manistee,nonpublic,5.00,4.00,22.00,9.00,8.00,3.00,51.00
08210,Concord Academy-Petoskey,24901,Concord Academy - Petoskey,6.00,24,Emmet,Public,23.00,34.00,23.00,21.00,17.00,7.00,125.00
08243,TRAVERSE CITY CHRISTIAN SCH,28010,,6.00,83,Wexford,nonpublic,22.00,22.00,29.00,25.00,21.00,30.00,149.00
08257,Great Lakes Academic Center,15020,Boyne City Public Schools,6.00,15,Charlevoix,Public,0.00,1.00,1.00,7.00,10.00,4.00,23.00
08290,Concord Academy:Boyne,15901,Concord Academy:Boyne,6.00,15,Charlevoix,Public,19.00,15.00,9.00,20.00,18.00,6.00,87.00
08301,Manton Consolidated Middle School,83060,Manton Consolidated Schools,6.00,83,Wexford,Public,78.00,80.00,0.00,0.00,0.00,0.00,158.00
08340,Northwest Academy,15902,Northwest Academy,6.00,15,Charlevoix,Public,5.00,6.00,13.00,6.00,9.00,23.00,62.00
08342,Woodland School,28901,Woodland School,6.00,28,Grand Traverse,Public,22.00,19.00,0.00,0.00,0.00,0.00,41.00
08354,Suttons Bay Middle School,45050,Suttons Bay Public Schools,6.00,45,Leelanau,Public,54.00,63.00,0.00,0.00,0.00,0.00,117.00
08391,PINE MOUNTAIN CHRISTIAN SCH,22030,,6.00,28,Grand Traverse,nonpublic,6.00,3.00,0.00,0.00,0.00,0.00,9.00
08428,McBain Middle School,57030,McBain Rural Agricultural Schools,6.00,57,Missaukee,Public,73.00,103.00,0.00,0.00,0.00,0.00,176.00
08470,West Senior High,28010,Traverse City Area Public Schools,6.00,28,Grand Traverse,Public,0.00,0.00,446.00,435.00,487.00,491.00,"1,859.00"
08477,Casman Alternative Academy,51903,Casman Alternative Academy,6.00,51,Manistee,Public,3.00,10.00,21.00,23.00,15.00,12.00,84.00
08496,Evart Middle School,67020,Evart Public Schools,6.00,67,Osceola,Public,70.00,91.00,0.00,0.00,0.00,0.00,161.00
08545,Boyne City Alt. Ed. Boyne Valley Campus,15020,Boyne City Public Schools,6.00,15,Charlevoix,Public,0.00,0.00,0.00,3.00,5.00,21.00,29.00
08597,Northside Educational Center,40040,Kalkaska Public Schools,6.00,40,Kalkaska,Public,0.00,0.00,21.00,16.00,19.00,20.00,76.00
08614,Mesick Middle School,83070,Mesick Consolidated Schools,6.00,83,Wexford,Public,65.00,58.00,0.00,0.00,0.00,0.00,123.00
08626,Concord Montessori and Community School,05901,Concord Montessori and Community School,6.00,05,Antrim,Public,18.00,18.00,12.00,11.00,7.00,8.00,74.00
08628,Mackinaw Trail Middle School,83010,Cadillac Area Public Schools,6.00,83,Wexford,Public,249.00,0.00,0.00,0.00,0.00,0.00,249.00
08703,Grand Traverse Academy,28902,Grand Traverse Academy,6.00,28,Grand Traverse,Public,81.00,68.00,59.00,39.00,24.00,20.00,291.00
08746,Brethren Middle School,51045,Kaleva Norman Dickson School District,6.00,51,Manistee,Public,76.00,70.00,0.00,0.00,0.00,0.00,146.00
08810,Traverse City High School,28010,Traverse City Area Public Schools,6.00,28,Grand Traverse,Public,0.00,0.00,1.00,14.00,41.00,95.00,151.00
08873,Wexford-Missaukee ISD Special Education,83000,Wexford-Missaukee ISD,6.00,83,Wexford,Public,3.00,4.00,0.00,0.00,0.00,0.00,7.00
08936,Beaver Island Lighthouse Program,15050,Charlevoix Public Schools,6.00,15,Charlevoix,Public,0.00,0.00,11.00,15.00,7.00,0.00,33.00
08976,IMMANUEL-ST JAMES LUTH SCH,41010,,6.00,05,Antrim,nonpublic,9.00,1.00,0.00,0.00,0.00,0.00,10.00
08993,FRANKEL JEWISH ACADEMY,63290,,6.00,45,Leelanau,nonpublic,0.00,0.00,55.00,67.00,59.00,45.00,226.00
09039,Ashmun School @ Eagle Village,54000,Mecosta-Osceola ISD,6.00,67,Osceola,Public,11.00,17.00,11.00,20.00,5.00,2.00,66.00
09040,Pineview Homes,54000,Mecosta-Osceola ISD,6.00,67,Osceola,Public,3.00,2.00,7.00,7.00,4.00,1.00,24.00
09041,Muskegon River Youth Home,54000,Mecosta-Osceola ISD,6.00,67,Osceola,Public,3.00,3.00,10.00,10.00,9.00,3.00,38.00
09070,Pine River Middle School,67055,Pine River Area Schools,6.00,67,Osceola,Public,97.00,113.00,0.00,0.00,0.00,0.00,210.00
09114,ST MICHAELS LUTHERAN SCHOOL,39140,,6.00,28,Grand Traverse,nonpublic,4.00,0.00,0.00,0.00,0.00,0.00,4.00
09424,Journey Junior/Senior High School,53040,Ludington Area School District,6.00,53,Mason,Public,3.00,9.00,14.00,23.00,30.00,51.00,130.00
09518,Farwell Timberland Alternative High School,18020,Farwell Area Schools,6.00,18,Clare,Public,0.00,0.00,0.00,11.00,16.00,21.00,48.00
09748,TBA ISD Oak Park Special Education,28000,Traverse Bay Area ISD,6.00,28,Grand Traverse,Public,0.00,0.00,1.00,0.00,0.00,0.00,1.00
09783,TBA ISD Traverse Heights,28000,Traverse Bay Area ISD,6.00,28,Grand Traverse,Public,7.00,0.00,1.00,2.00,0.00,0.00,10.00
09821,Traverse City College Preparatory Academy,28903,Traverse City College Preparatory Academy,6.00,28,Grand Traverse,Public,0.00,0.00,15.00,43.00,19.00,13.00,90.00
00010,GOOD SHEPHERD EV LUTH SCHOOL,56010,,7.00,34,Ionia,nonpublic,7.00,3.00,0.00,0.00,0.00,0.00,10.00
00059,L.E. White Middle School,03030,Allegan Public Schools,7.00,03,Allegan,Public,215.00,222.00,0.00,0.00,0.00,0.00,437.00
00062,Allegan High School,03030,Allegan Public Schools,7.00,03,Allegan,Public,0.00,0.00,227.00,227.00,182.00,166.00,802.00
00102,IMMANUEL LUTHERAN SCHOOL,17010,,7.00,41,Kent,nonpublic,2.00,3.00,0.00,0.00,0.00,0.00,5.00
00108,ST JOSEPH SCHOOL,58090,,7.00,08,Barry,nonpublic,19.00,12.00,0.00,0.00,0.00,0.00,31.00
00136,Athens High School,13050,Athens Area Schools,7.00,13,Calhoun,Public,0.00,0.00,46.00,63.00,48.00,62.00,219.00
00137,Athens Middle School,13050,Athens Area Schools,7.00,13,Calhoun,Public,56.00,54.00,0.00,0.00,0.00,0.00,110.00
00189,Bangor High School,80020,Bangor Public Schools,7.00,80,Van Buren,Public,0.00,7.00,149.00,112.00,94.00,108.00,470.00
00201,Barclay Hills Education Center,39130,Parchment School District,7.00,39,Kalamazoo,Public,1.00,3.00,6.00,26.00,57.00,62.00,155.00
00222,BATTLE CREEK CHRISTIAN SCH,13120,,7.00,41,Kent,nonpublic,4.00,2.00,0.00,0.00,0.00,0.00,6.00
00223,Battle Creek Central High School,13020,Battle Creek Public Schools,7.00,13,Calhoun,Public,0.00,0.00,371.00,370.00,397.00,245.00,"1,383.00"
00241,Beaver Island Community School,15010,Benton Harbor Area Schools,7.00,11,Berrien,Public,4.00,2.00,12.00,5.00,8.00,5.00,36.00
00286,Benton Harbor High School,11010,Benton Harbor Area Schools,7.00,11,Berrien,Public,0.00,0.00,56.00,229.00,256.00,207.00,748.00
00296,Berrien Springs Middle School,11240,Berrien Springs Public Schools,7.00,11,Berrien,Public,154.00,138.00,0.00,0.00,0.00,0.00,292.00
00297,Berrien Springs High School,11240,Berrien Springs Public Schools,7.00,11,Berrien,Public,0.00,0.00,133.00,142.00,146.00,120.00,541.00
00321,Big Rapids Middle School,54010,Big Rapids Public Schools,7.00,54,Mecosta,Public,159.00,152.00,0.00,0.00,0.00,0.00,311.00
00322,Big Rapids High School,54010,Big Rapids Public Schools,7.00,54,Mecosta,Public,0.00,0.00,179.00,162.00,157.00,156.00,654.00
00357,Bloomingdale High School,80090,Bloomingdale Public School District,7.00,80,Van Buren,Public,0.00,0.00,111.00,98.00,99.00,79.00,387.00
00387,Brandywine Senior High School,11210,Brandywine Community Schools,7.00,11,Berrien,Public,0.00,0.00,94.00,118.00,116.00,100.00,428.00
00401,Bridgman High School,11340,Bridgman Public Schools,7.00,11,Berrien,Public,0.00,0.00,98.00,85.00,81.00,65.00,329.00
00408,Bronson Jr/Sr High School,12020,Bronson Community School District,7.00,12,Branch,Public,103.00,101.00,98.00,108.00,99.00,127.00,636.00
00420,BROTHER RICE HIGH SCHOOL,63010,,7.00,03,Allegan,nonpublic,0.00,0.00,170.00,190.00,173.00,169.00,702.00
00426,Doris Klaussen Dev. Center,13000,Calhoun ISD,7.00,13,Calhoun,Public,4.00,5.00,4.00,3.00,1.00,1.00,18.00
00435,Buchanan High School,11310,Buchanan Community Schools,7.00,11,Berrien,Public,0.00,0.00,136.00,130.00,133.00,101.00,500.00
00459,Burr Oak High School,75020,Burr Oak Community School District,7.00,75,St. Joseph,Public,15.00,16.00,20.00,28.00,21.00,25.00,125.00
00467,Burton Middle School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,135.00,146.00,0.00,0.00,0.00,0.00,281.00
00475,Byron Center High School,41040,Byron Center Public Schools,7.00,41,Kent,Public,0.00,0.00,243.00,263.00,273.00,225.00,1004.00
00491,Caledonia High School,41050,Caledonia Community Schools,7.00,41,Kent,Public,0.00,0.00,331.00,381.00,306.00,286.00,1304.00
00493,Lee Middle School,41120,,7.00,41,Kent,Public,99.00,112.00,0.00,0.00,0.00,0.00,211.00
00495,Kraft Meadows Middle School,41050,Caledonia Community Schools,7.00,41,Kent,Public,131.00,150.00,0.00,0.00,0.00,0.00,281.00
